Organization Name,Crunchbase Profile Link,Last Funding Date,Total Funding Amount,Stage Track Stages,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter URL,LinkedIn URL,Number of Employees,Last Funding Amount,Founded Date
Flink,https://www.crunchbase.com/organization/flink-food-gmbh,"Mar 3, 2026","$1,533,349,908",Not Started,"E-Commerce, Food and Beverage, Food Delivery, Grocery, Mobile Apps","Berlin, Berlin, Germany",Flink is an online startup that offers grocery deliveries in ten minutes.,"20,207",https://www.goflink.com/,$100M to $500M,"Cherry Ventures, Bond, Northzone, Target Global, Mubadala","Bond, Carrefour, Cherry Ventures, DoorDash, Mubadala Capital Ventures, Northzone, Prosus, Prosus Ventures, Target Global",https://x.com/FlinkGermany,https://www.linkedin.com/company/goflink,5001-10000,"$100,000,000","Sep 18, 2020"
Hume Supernatural,https://www.crunchbase.com/organization/hume-supernatural,"Mar 3, 2026","$8,191,501",Not Started,"Consumer Goods, Personal Health, Retail, Wellness","Encinitas, California, United States",Hume Supernatural is a personal care company that offers chemical-free deodorants.,"20,390",https://humesupernatural.com/,$1M to $10M,Canter Capital,—,https://x.com/humesupernatrl,https://www.linkedin.com/company/hume-supernatural,1-10,"$3,627,001",2020
Litherm Technologies,https://www.crunchbase.com/organization/litherm-technologies,"Mar 3, 2026","€6,500,000",Not Started,"CleanTech, Manufacturing, Renewable Energy","Wernigerode, Sachsen-Anhalt, Germany",Litherm Technologies is a German deep‑tech startup focused on decarbonizing lime and cement production using fully electric kiln technology.,"27,460",https://www.litherm.com/,—,"Zeitinger Invest, Breakthrough Energy Ventures, bmp Ventures, Graymont, UnternehmerTUM Funding for Innovators",—,,https://www.linkedin.com/company/litherm/,1-10,"€6,500,000",2019
Modular Medical,https://www.crunchbase.com/organization/modular-medical,"Mar 3, 2026","$62,058,550",Not Started,"Biotechnology, Delivery, Medical Device","Escondido, California, United States",Modular Medical operates as a drug delivery tech developer.,"30,165",https://www.modular-medical.com/,$10M to $50M,"Varana Capital, Manchester Explorer",Manchester Explorer,,https://www.linkedin.com/company/modular-medical,51-100,"$12,000,322",1998
Skribe.ai,https://www.crunchbase.com/organization/skribe-ai,"Mar 3, 2026","$11,300,000",Not Started,"Artificial Intelligence (AI), Information Technology, Legal Tech, News, Software","Austin, Texas, United States",The Modern Way to Capture Online Testimony,"36,668",https://skribe.ai/,$10B+,"The LegalTech Fund, Golden Section, Long View Tech Ventures",Golden Section,,https://www.linkedin.com/company/skribe-ai,11-50,"$5,500,000","Jan 4, 2022"
Oncodesign,https://www.crunchbase.com/organization/oncodesign,"Mar 3, 2026","$47,657,899",Not Started,"Biotechnology, Health Care, Therapeutics","Dijon, Bourgogne, France",Oncodesign develops anticancer therapies for the treatment of patients with cancer.,"48,067",http://www.oncodesign.com/,$1M to $10M,"Michael J. Fox Foundation, Societe Generale, Crédit Mutuel Equity, Oséo, Caisse d’Epargne",Michael J. Fox Foundation,https://x.com/oncodesignsa,https://www.linkedin.com/company/oncodesign/,11-50,"$6,920,000",1995
The Boring Company,https://www.crunchbase.com/organization/the-boring-company,"Mar 2, 2026","$916,500,000",Not Started,"Construction, Infrastructure, Transportation","Pflugerville, Texas, United States",The Boring Company engages in constructing underground transportation networks.,262,https://www.boringcompany.com/,—,"Valor Equity Partners, Sequoia Capital, 8VC, Craft Ventures, Founders Fund","Sequoia Capital, Vy Capital",https://x.com/boringcompany,https://www.linkedin.com/company/tbc-theboringcompany,101-250,"$8,500,000","Dec 17, 2016"
Candid Therapeutics,https://www.crunchbase.com/organization/candid-therapeutics,"Mar 2, 2026","$875,000,000",Not Started,"Biotechnology, Product Research, Therapeutics","San Diego, California, United States",Candid Therapeutics is a biotechnology company that focuses on the treatment of a range of immunological conditions.,368,https://www.candidrx.com/,—,"Franklin Templeton, RA Capital Management, Qiming Venture Partners, Cormorant Asset Management, Vivo Capital","Fairmount Funds Management, TCG Crossover, venBio Partners, Venrock Healthcare Capital Partners",,https://www.linkedin.com/company/candidrx,11-50,"$505,000,000",2024
cargo.one,https://www.crunchbase.com/organization/cargo-one,"Mar 2, 2026","$83,800,000",Not Started,"Freight Service, Information Technology, Logistics, Supply Chain Management","Berlin, Berlin, Germany","cargo.one is a digital platform designed for freight forwarders to search, compare, and book air freight capacities across airlines.",431,http://www.cargo.one/,$10M to $50M,"Bessemer Venture Partners, Index Ventures, Creandum, Point Nine, N47","Bessemer Venture Partners, Creandum, Index Ventures, Point Nine",https://x.com/cargo_one_,https://www.linkedin.com/company/cargoone/,101-250,"$20,000,000",Jul 2017
Akave,https://www.crunchbase.com/organization/akave,"Mar 2, 2026","$10,100,000",Not Started,"Bitcoin, Blockchain, Network Security","Wilmington, Delaware, United States",Akave is an enterprise cloud infrastructure company that combines blockchain verifiability with S3-compatible object storage.,788,https://akave.com/,—,"Blockchain Builders Fund, Protocol Labs, Big Brain Holdings, Blockchange Ventures, Filecoin Foundation","Blockchain Builders Fund, Blockchange Ventures, Lightshift Capital, Protocol Labs",https://x.com/akavenetwork,https://www.linkedin.com/company/akave,1-10,"$6,650,000",Jun 2024
DeepIP,https://www.crunchbase.com/organization/deepip,"Mar 2, 2026","$40,000,000",Not Started,"Artificial Intelligence (AI), Software, Web Development","New York, New York, United States",DeepIP is the leading AI patent platform,884,https://www.deepip.ai/,$10M to $50M,"Headline, Balderton Capital, Serena, Korelya Capital, Resonance","Balderton Capital, Headline, Korelya Capital, Resonance, Serena",,https://www.linkedin.com/company/deep-ip,11-50,"$25,000,000",2023
Xsensio,https://www.crunchbase.com/organization/xsensio,"Mar 2, 2026","$17,502,550",Not Started,"Health Care, Health Diagnostics, Machine Learning, Predictive Analytics, Sensor, Wearables","Lausanne, Vaud, Switzerland",Xsensio develops Lab-on-Skin technology for next-generation wearables that enable real-time biochemical sensing for healthcare applications.,920,https://xsensio.com/,$1M to $10M,"European Innovation Council, Venture Kick, WI Harper Group, Privilège Ventures, Propel(X)","DART Ventures, European Innovation Council, Mayo Clinic Ventures, Privilège Ventures, Venture Kick, WI Harper Group",https://x.com/Xsensio,https://www.linkedin.com/company/xsensio,11-50,"$7,000,000",2017
MAIA Biotechnology,https://www.crunchbase.com/organization/maia-biotechnology,"Mar 2, 2026","$75,676,389",Not Started,"Biotechnology, Health Care, Oncology, Therapeutics","Chicago, Illinois, United States",MAIA Biotechnology is a clinical-stage biopharmaceutical company developing cancer therapies that target telomeres through immunotherapy.,"1,205",https://maiabiotech.com/,—,"National Institutes of Health, Checkmate Capital, KIZOO Technology Capital, MDL Investments, Benjamin Kong","BRK Financial Group, Checkmate Capital, MDL Investments, National Institutes of Health, Stan V. Smith",https://x.com/maiabiotech,https://www.linkedin.com/company/maiabiotech,1-10,"$30,000,000",2018
World View Enterprises,https://www.crunchbase.com/organization/worldview,"Mar 2, 2026","$83,925,985",Not Started,"Aerospace, Military, National Security, Remote Sensing, Space Travel","Tucson, Arizona, United States",World View is a stratospheric exploration company delivering remote sensing and space tourism from the stratosphere.,"1,211",https://www.worldview.space/,$10M to $50M,"Norwest, Accel, Base Ventures, Canaan Partners, Ondas Networks","Accel, Breakthrough Victoria, Canaan Partners, Ondas Networks, Sierra Nevada Corporation",https://x.com/WorldViewSpace,http://www.linkedin.com/company/world-view-enterprises,51-100,"$10,000,000","Aug 30, 2012"
AES,https://www.crunchbase.com/organization/aes,"Mar 2, 2026","$3,150,000,000",Not Started,"Energy, Energy Efficiency, Renewable Energy","Arlington, Virginia, United States","AES generates, distributes, and supplies electricity and energy solutions to industrial, commercial, and utility customers around the world.","1,704",https://www.aes.com/,$10B+,"EQT, Qatar Investment Authority, CalPERS",—,https://x.com/TheAESCorp,https://in.linkedin.com/company/aes,5001-10000,—,1981
SIBS,https://www.crunchbase.com/organization/sibs-d4fd,"Mar 2, 2026","$155,422,828",Not Started,"Building Material, Construction, Manufacturing","Stockholm, Stockholms Lan, Sweden",SIBS offers modular housing with Industrialized Building System.,"2,212",https://sibs.se/,$1M to $10M,—,—,,https://www.linkedin.com/company/sibs-my,1001-5000,"MYR190,000,000",2017
Sitemetric,https://www.crunchbase.com/organization/sitemetric,"Mar 2, 2026","$35,000,000",Not Started,"Cloud Management, Construction, Information Technology, Internet of Things, SaaS, Software","Houston, Texas, United States",Industry-leading connected jobsite and workforce platform,"2,544",https://sitemetric.com/,$1M to $10M,Gemspring Capital,Gemspring Capital,https://x.com/gositemetric,https://www.linkedin.com/company/sitemetric,1001-5000,"$5,000,000",2018
Genflow Biosciences,https://www.crunchbase.com/organization/genflow-biosciences,"Mar 2, 2026","$11,828,781",Not Started,"Biotechnology, Health Care, Life Science","London, England, United Kingdom",GenFlow Biosciences is a biotech company that develops gene therapies for slow or reverse aging in humans and animals.,"2,880",https://genflowbio.com/,$1M to $10M,"Longevitytech.fund, Walloon, Eric Leire","Eric Leire, Longevitytech.fund, Walloon",,https://www.linkedin.com/company/genflow-biosciences/about/,1-10,"€336,467",2020
Smack Technologies,https://www.crunchbase.com/organization/smack-technologies,"Mar 2, 2026","$32,000,000",Not Started,"Artificial Intelligence (AI), Web Development","El Segundo, California, United States","Smack's purpose is to provide Decision Dominance to the Department of War, our allies, and partners.","3,764",https://smacktechnologies.com/about,—,"Anomaly Fund, Felicis, Geodesic Capital, Washington Harbour Partners, Bloomberg Beta","Costanoa Ventures, Geodesic Capital, Point72 Ventures",https://x.com/smackaistack,https://www.linkedin.com/company/smack-technologies-inc/,1-10,"$32,000,000",2024
ISAAC,https://www.crunchbase.com/organization/isaac,"Mar 2, 2026","€21,220,000",Not Started,"Civil Engineering, Construction, Industrial, Information Technology, Mechanical Engineering","Milano, Lombardia, Italy",Active vibration control of structures against earthquakes and strong winds,"4,267",https://isaacantisismica.com/,$1M to $10M,"CDP Venture Capital, 360 Capital, Ring Capital, Axon Partners Group, NovaCapital","360 Capital, CDP Venture Capital",,https://www.linkedin.com/company/isaacantisismica/,11-50,"€14,000,000","Jan 1, 2018"
Aeolus Robotics,https://www.crunchbase.com/organization/aeolus-robotics,"Mar 2, 2026","$41,100,000",Not Started,"Electronics, Robotics","San Francisco, California, United States",Aeolus Robotics is bringing the first generation of household robot assistants into your life and your home.,"5,544",https://aeolusbot.com/,$50M to $100M,"WI Harper Group, GigaMedia, Medical Care Service, Gakken Cocofump, SAINT-CARE HOLDINGS",GigaMedia,,https://www.linkedin.com/company/aeolusrobotics,101-250,"$7,000,000",2016
X-Cel Group,https://www.crunchbase.com/organization/x-cel-group,"Mar 2, 2026","£35,000,000",Not Started,"Construction, Industrial Engineering, Manufacturing","Rotherham, Rotherham, United Kingdom","X-Cel Group manufactures components such as cutter blocks, pump casings, bleed valves, fugitive emission valves, and receptacles.","7,517",https://www.x-cel.com/,$10M to $50M,HSBC UK,HSBC UK,,https://www.linkedin.com/company/x-cel-superturn-ltd/,101-250,"£35,000,000",1984
Medrhythms,https://www.crunchbase.com/organization/medrhythms,"Mar 2, 2026","$57,255,138",Not Started,"Biotechnology, Health Care, Neuroscience, Therapeutics","Boston, Massachusetts, United States","Medrhythms utilizes sensors, music, and software to develop evidence-based, neurologic interventions to measure and improve walking.","8,353",https://www.medrhythms.com/,$10M to $50M,"Global Brain Corporation, Bose Ventures, Advantage Capital, Morningside, Maine Venture Fund","Advantage Capital, Bose Ventures, Jean Hoffman, Maine Technology Institute, Morningside, Peter Werth",https://x.com/MedRhythmsLLC,https://www.linkedin.com/company/5040839,11-50,"$3,253,520",2013
Egle Therapeutics,https://www.crunchbase.com/organization/egle-therapeutics,"Mar 2, 2026","€57,300,000",Not Started,"Biotechnology, Health Care, Oncology, Therapeutics","Paris, Ile-de-France, France",Egle Therapeutics is a biotechnology company focused on developing immunotherapies for oncology and autoimmune diseases.,"9,414",https://www.egle-tx.com/,—,"Bpifrance, EQT Life Sciences, European Commission, Bioqube Ventures, France 2030","Bpifrance, EQT Life Sciences, European Commission, France 2030",,https://www.linkedin.com/company/egle-tx,11-50,"€8,000,000",2020
Accelerated Wealth Partners,https://www.crunchbase.com/organization/accelerated-wealth-partners,"Mar 2, 2026","$200,000,000",Not Started,"Cloud Computing, PaaS, Web Hosting","New York, New York, United States",AWP is an innovative growth partner for high-quality mid-sized advisory businesses striving to attain escape velocity.,"9,823",https://accelerated-wp.com/,—,J.C. Flowers & Co.,J.C. Flowers & Co.,,https://www.linkedin.com/company/accelerated-wealth-partners/,1-10,"$200,000,000",2024
Precision BioSciences,https://www.crunchbase.com/organization/precision-biosciences,"Mar 2, 2026","$342,400,000",Not Started,"Biotechnology, Genetics, Health Care, Medical","Durham, North Carolina, United States",Precision BioSciences is a biotechnology company dedicated to improving life.,"12,859",https://precisionbiosciences.com/,$10M to $50M,"Franklin Templeton, RA Capital Management, Cormorant Asset Management, Vivo Capital, Janus Henderson Investors","ArrowMark Partners, TG Therapeutics, venBio Partners",https://x.com/precisionbiosci,https://www.linkedin.com/company/precision-biosciences-inc-/,101-250,"$2,250,000",2006
