"Organization Name","Last Funding Date","Total Funding Amount","Stage","Industries","Headquarters Location","Description","CB Rank (Company)","Website","Estimated Revenue Range","Top 5 Investors","Lead Investors"
"AES","Mar 2, 2026","$3,150,000,000","Not Started","Energy, Energy Efficiency, Renewable Energy","Arlington, Virginia, United States","AES generates, distributes, and supplies electricity and energy solutions to industrial, commercial, and utility customers around the world.","1,704","https://www.aes.com/","$10B+","EQT, Qatar Investment Authority, CalPERS","—"
"BNY","Feb 26, 2026","$3,448,000,000","Not Started","Asset Management, Banking, Credit, Finance, Financial Services, FinTech, Funding Platform, Payments, Wealth Management","New York, New York, United States","BNY is a leading global financial services company overseeing more than $50 trillion in assets — managing it, moving it and keeping it safe.","1,707","https://www.bny.com/","$10B+","—","—"
"Abram Scientific","Feb 25, 2026","$16,099,895","Not Started","Life Science, Medical Device","Menlo Park, California, United States","Abram Scientific is a novel diagnostic platform for diagnosis and characterization of coagulation-related disorders rapid hemostasis.","1,710","https://www.abramscientific.com/","$1M to $10M","National Science Foundation, United States Army, Octapharma","National Science Foundation, Octapharma"
"Arevon","Feb 25, 2026","$3,697,000,000","Not Started","Clean Energy, Energy Storage, Renewable Energy, Solar","Scottsdale, Arizona, United States","Arevon develops, finances, builds, and operates solar and energy storage projects for utilities, businesses, and communities.","1,713","https://arevonenergy.com/","—","Wells Fargo, Royal Bank of Canada, CIBC, National Bank of Canada, Crédit Agricole","CIBC, Fifth Third Bank, Wells Fargo"
"Charm Security","Feb 10, 2026","$13,000,000","Not Started","Artificial Intelligence (AI), Cyber Security, Financial Services, FinTech, Fraud Detection","New York, New York, United States","Charm Security is an AI-powered Scam and Fraud Defense Platform","1,714","https://www.charmsecurity.com/","—","Team8, RSA Conference","RSA Conference, Team8"
"Santé","Feb 12, 2026","$7,600,000","Not Started","Business Development, Consulting, E-Commerce, FinTech, Point of Sale, SaaS","New York, New York, United States","Santé provides liquor stores with custom inventory management, e-commerce, and industry-specific tools.","1,715","https://www.santehq.com/","—","Y Combinator, Operator Collective, Bonfire Ventures, Team Ignite Ventures, Sunstone Management","Bonfire Ventures, Operator Collective, TipTop VC, Veridical Ventures, Y Combinator"
"Strategy","Feb 17, 2026","$14,654,246,118","Not Started","Analytics, Business Intelligence, SaaS, Software","Vienna, Virginia, United States","Strategy provides enterprise software for business intelligence, mobile intelligence, and network applications.","1,723","https://www.strategy.com/","$100M to $500M","Royal Bank of Canada, Silvergate Bank","Royal Bank of Canada, Silvergate Bank"
"Flinn","Feb 19, 2026","$30,790,206","Not Started","Medical, Medical Device","Vienna, Wien, Austria","Flinn Comply allows medical device manufacturers to automate quality and regulatory processes.","1,744","https://www.flinn.ai/","$1M to $10M","Bertelsmann Healthcare Investments, Speedinvest, Cherry Ventures, HV Capital, SquareOne Venture Capital","Cherry Ventures, HV Capital, Speedinvest, SquareOne Venture Capital"
"Complyance","Feb 11, 2026","$20,000,000","Not Started","Artificial Intelligence (AI), Risk Management, Software","New York, New York, United States","Complyance is an AI-native software company that offers risk management, compliance automation, and control monitoring solutions.","1,746","https://www.complyance.com/","$1M to $10M","Speedinvest, Creandum, Everywhere Ventures, HV Capital, Google Ventures","Google Ventures"
"Render","Feb 17, 2026","$256,800,000","Not Started","Cloud Infrastructure, Internet, Software","San Francisco, California, United States","Render provides a unified cloud for developers and teams to host all their applications, databases, and websites.","1,747","https://render.com/","$1M to $10M","General Catalyst, Bessemer Venture Partners, South Park Commons, Georgian, Abstract","Addition, Bessemer Venture Partners, General Catalyst, Georgian"
"Vertical Compute","Mar 4, 2026","€57,000,000","Not Started","Computer, Electronics, Manufacturing","Louvain-la-neuve, Vlaams-Brabant, Belgium","Vertical Compute develops semiconductor technology for artificial intelligence and high-performance computing.","1,748","https://verticalcompute.com/","—","Bpifrance, Quantonation, XAnge, imec, Kima Ventures","Bpifrance, Flanders Innovation & Entrepreneurship (VLAIO), imec.xpand, Quantonation"
"Dost","Feb 13, 2026","$10,042,729","Not Started","Artificial Intelligence (AI), Financial Services, FinTech, Payments","Barcelona, Catalonia, Spain","Dost is an AI-powered platform for automating accounts payable and financial document processing.","1,749","https://www.dost.io/","$1M to $10M","TQ Ventures, Octopus Ventures, Draper B1, Bcombinator Venture Partners, Born Capital","Angels Capital, BDev Ventures, Born Capital, Draper B1, Octopus Ventures"
"Otovo","Mar 4, 2026","$272,438,172","Not Started","CleanTech, Energy, Marketplace, Renewable Energy, Solar","Oslo, Oslo, Norway","Otovo is a marketplace for distributed energy installation. The company is building the European number one in residential solar","1,760","https://www.otovo.com/","$50M to $100M","Franklin Templeton, Startuplab, Skyfall Ventures, Å Energi, Encompass Capital Advisors","Agder Energi Venture, Akershus Energi, Axel Johnson, D-Ax Corporate Venture Capital, EIC Rose Rock, KLP Liv, Nysnø, OBOS Forsikring, SpareBank 1 SR-Bank"
"Geordie AI","Feb 10, 2026","$11,500,000","Not Started","Artificial Intelligence (AI), Cyber Security, Real Time","London, England, United Kingdom","Geordie AI is an enterprise AI governance and security platform which helps security and IT teams safely inside organization.","1,763","https://www.geordie.ai/","—","General Catalyst, Ten Eleven Ventures, RSA Conference, CrowdStrike Falcon Fund, Step Function Ventures","CrowdStrike Falcon Fund, General Catalyst, RSA Conference, Ten Eleven Ventures"
"Laser Photonics","Feb 6, 2026","$14,100,000","Not Started","Machinery Manufacturing, Manufacturing","Orlando, Florida, United States","LPC Designs and manufactures Industrial Grade Laser Cleaning & Rust Removal, 3D Printing, Cutting and Marking Machines","1,764","https://www.laserphotonics.com/","$1M to $10M","—","—"
"Advance","Feb 5, 2026","$8,550,000","Not Started","Financial Services, FinTech, InsurTech, Payments","New York, New York, United States","Advance is a fintech company that offers a payments platform for insurance premiums.","1,769","https://advancehq.com/","—","nvp capital, Crystal Venture Partners, Vesey Ventures, Mensch Capital Partners, Assaf Wand","nvp capital"
"Giant","Feb 23, 2026","$8,000,000","Not Started","Artificial Intelligence (AI), B2C, Education, Software","San Francisco, California, United States","Giant is an AI-powered digital studio delivering personalized storytelling experiences fostering children's creativity, curiosity, learning.","1,774","https://giant.org/","—","Flex Capital, Griffin Gaming Partners, Matrix, LightShed Ventures, FJ Labs","Decasonic, Griffin Gaming Partners, Matrix"
"Wealthyhood","Mar 4, 2026","$11,902,181","Not Started","Apps, Financial Services, FinTech, Personal Finance, Trading Platform, Wealth Management","London, England, United Kingdom","Wealthyhood is a wealth-building app that enables individuals to learn, save, and invest in a private manner.","1,781","https://wealthyhood.com/","$1M to $10M","Bank of Cyprus, Genesis Ventures, Helidoni Group, T-Life Capital, GLOBAL WEALTH GROUP","Bank of Cyprus, Genesis Ventures, GLOBAL WEALTH GROUP"
"Humanix","Feb 10, 2026","$23,000,000","Not Started","Artificial Intelligence (AI), Information Technology, Internet","San Francisco, California, United States","Humanix is a conversational AI for cybersecurity that has been trained on natural language attacks and human psychology.","1,783","https://www.humanix.ai/","—","Acrew Capital, boldstart ventures, RSA Conference","Acrew Capital, boldstart ventures, RSA Conference"
"MedScout","Feb 24, 2026","$30,800,000","Not Started","Health Care, Medical, Sales, Software","Austin, Texas, United States","MedScout is a revenue acceleration platform for medical device and diagnostic companies.","1,811","https://www.medscout.io/","$1M to $10M","Andreessen Horowitz, Alumni Ventures, Stage 2 Capital, Fulcrum Equity Partners, LiveOak Ventures","Fulcrum Equity Partners, LiveOak Ventures, Stage 2 Capital"
"Agaton","Feb 19, 2026","€8,400,000","Not Started","—","Stockholm, Stockholms Lan, Sweden","Agaton develops AI software for data analysis, automation, and decision support across business workflows.","1,840","https://www.agaton.ai/","—","Alstin Capital, seed + speed Ventures, Inception Fund, Lukas Saari, Kieran Flanagan","Alstin Capital, Inception Fund"
"Uplift360","Feb 6, 2026","€8,450,000","Not Started","Advanced Materials, CleanTech, Manufacturing, Recycling","Luxembourg, Luxembourg, Luxembourg","Uplift360 develops chemical regeneration and recycling technologies to recover and reuse high-performance industrial materials.","1,849","https://www.uplift360.tech/","$1M to $10M","Promus Ventures, Extantia Capital, Sustainable Ventures, NATO Innovation Fund, Twin Track Ventures","Extantia Capital, Luxinnovation, Promus Ventures"
"Spintly","Feb 26, 2026","$12,708,492","Not Started","Computer, Consumer Electronics, Product Design, Wireless","Milpitas, California, United States","Spintly is a wireless cloud-based access control platform that specializes in access control solutions that replace hardware-heavy setups.","1,853","https://spintly.com/","$1M to $10M","Accel, Alumni Ventures, LVX Ventures, Good Doctor Technology Indonesia, SucSEED Indovation","Accel, Accel Atoms, Alumni Ventures, Riso Capital, Saltwater Venture Sparks, Spyre Capital"
"Shellworks","Mar 4, 2026","$22,627,951","Not Started","Biotechnology, Packaging Services, Sustainability, Waste Management","London, England, United Kingdom","Shellworks is a biomaterials company that develops and manufactures materials that offers alternative to conventional plastics.","1,856","https://www.theshellworks.com/","$1M to $10M","BoxGroup, LocalGlobe, Ascension, Version One Ventures, Third Sphere","Alter Equity 3P, LocalGlobe"
"Cologix","Mar 5, 2026","$2,700,815,804","Not Started","Content, Data Center, Financial Services","Denver, Colorado, United States","Cologix provides network neutral interconnection and colocation services for carrier, media, financial services, and enterprise customers.","1,860","http://www.cologix.com/","—","La Caisse","La Caisse"
"Enery","Mar 3, 2026","€924,450,000","Not Started","Construction, Renewable Energy, Solar","Vienna, Wien, Austria","Enery is a renewable energy company that develops and constructs solar energy plants for communities, businesses, and power networks.","1,871","https://enery.energy/","$1M to $10M","UniCredit, Intesa Sanpaolo, National Bank of Greece, Alpha Bank, CSOB","CSOB, DSK Bank"
"Allonic","Feb 10, 2026","$7,200,000","Not Started","Manufacturing, Robotics","Budapest, Budapest, Hungary","Allonic pioneers a new manufacturing platform for producing safe, dexterous and assembly-free robotic bodies.","1,915","https://allonic.co/","—","Day One Capital, Visionaries Club, Pareto Holdings, Edward Lando, Prototype Capital","Visionaries Club"
"ManageMy","Feb 9, 2026","$45,000,000","Not Started","Information Technology, Insurance, InsurTech, Software","Esher, Surrey, United Kingdom","ManageMy is a digital insurance platform that provides sales, renewals, and claim solutions for customers.","1,917","https://managemy.com/","$1M to $10M","OCVC, Ventura Capital, BNF Capital, Aken Capital","OCVC, Ventura Capital"
